,bhk,type,area,region,status,age,price_in_lakh,price_per_sqft
57602,2,Apartment,594,Goregaon West,Under Construction,New,139.0,23400.6734006734
57603,2,Apartment,594,Goregaon West,Under Construction,New,139.0,23400.6734006734
57606,2,Apartment,545,Borivali East,Under Construction,New,134.0,24587.155963302754
57607,2,Apartment,545,Borivali East,Under Construction,New,134.0,24587.155963302754
57610,2,Apartment,545,Borivali East,Under Construction,New,134.0,24587.155963302754
57611,2,Apartment,545,Borivali East,Under Construction,New,134.0,24587.155963302754
57612,1,Apartment,378,Kandivali West,Under Construction,New,87.99,23277.777777777777
57613,2,Apartment,604,Kandivali West,Under Construction,New,147.0,24337.748344370862
57614,1,Apartment,378,Kandivali West,Under Construction,New,87.99,23277.777777777777
57615,2,Apartment,643,Kandivali West,Under Construction,New,157.0,24416.796267496113
57617,1,Apartment,397,Kandivali East,Under Construction,New,77.99,19644.8362720403
57618,1,Apartment,397,Kandivali East,Under Construction,New,77.99,19644.8362720403
57619,2,Apartment,518,Kandivali East,Under Construction,New,101.0,19498.069498069497
57620,2,Apartment,518,Kandivali East,Under Construction,New,101.0,19498.069498069497
57621,2,Apartment,537,Kandivali East,Under Construction,New,105.0,19553.072625698325
57622,2,Apartment,537,Kandivali East,Under Construction,New,105.0,19553.072625698325
57623,1,Apartment,397,Kandivali East,Under Construction,New,77.99,19644.8362720403
57624,1,Apartment,397,Kandivali East,Under Construction,New,77.99,19644.8362720403
57625,2,Apartment,518,Kandivali East,Under Construction,New,101.0,19498.069498069497
57626,2,Apartment,518,Kandivali East,Under Construction,New,101.0,19498.069498069497
57627,1,Apartment,330,Kandivali West,Under Construction,New,89.7,27181.81818181818
57628,1,Apartment,321,Kandivali West,Under Construction,New,87.25,27180.68535825545
57629,1,Apartment,330,Kandivali West,Under Construction,New,89.7,27181.81818181818
57630,1,Apartment,321,Kandivali West,Under Construction,New,87.25,27180.68535825545
57631,1,Apartment,326,Kandivali West,Under Construction,New,88.6,27177.914110429447
57632,1,Apartment,326,Kandivali West,Under Construction,New,88.6,27177.914110429447
57633,1,Apartment,328,Kandivali West,Under Construction,New,89.13,27173.780487804877
57634,1,Apartment,328,Kandivali West,Under Construction,New,89.13,27173.780487804877
57637,1,Apartment,409,Goregaon West,Under Construction,New,100.0,24449.877750611246
57638,2,Apartment,624,Goregaon West,Under Construction,New,164.0,26282.05128205128
57639,2,Apartment,624,Goregaon West,Under Construction,New,164.0,26282.05128205128
57640,2,Apartment,570,Goregaon West,Under Construction,New,150.0,26315.78947368421
57641,2,Apartment,570,Goregaon West,Under Construction,New,150.0,26315.78947368421
57642,2,Apartment,592,Goregaon West,Under Construction,New,157.0,26520.27027027027
57643,2,Apartment,592,Goregaon West,Under Construction,New,157.0,26520.27027027027
57644,1,Apartment,420,Goregaon West,Under Construction,New,113.99999999999999,27142.857142857138
57645,1,Apartment,420,Goregaon West,Under Construction,New,113.99999999999999,27142.857142857138
57646,2,Apartment,752,Malad West,Under Construction,New,162.0,21542.55319148936
57647,2,Apartment,752,Malad West,Under Construction,New,162.0,21542.55319148936
57648,3,Apartment,1308,Malad West,Under Construction,New,282.0,21559.633027522937
57649,3,Apartment,1308,Malad West,Under Construction,New,282.0,21559.633027522937
57650,2,Apartment,752,Malad West,Under Construction,New,162.0,21542.55319148936
57651,2,Apartment,752,Malad West,Under Construction,New,162.0,21542.55319148936
57652,3,Apartment,1308,Malad West,Under Construction,New,282.0,21559.633027522937
57653,3,Apartment,1308,Malad West,Under Construction,New,282.0,21559.633027522937
57654,1,Apartment,417,Kandivali West,Under Construction,New,87.0,20863.309352517987
57655,1,Apartment,417,Kandivali West,Under Construction,New,87.0,20863.309352517987
57656,2,Apartment,608,Kandivali West,Under Construction,New,146.0,24013.157894736843
57657,2,Apartment,608,Kandivali West,Under Construction,New,146.0,24013.157894736843
57658,1,Apartment,457,Kandivali West,Under Construction,New,96.0,21006.564551422318
57659,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57660,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57661,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57662,3,Apartment,1055,Kandivali West,Under Construction,New,350.0,33175.355450236966
57663,2,Apartment,730,Kandivali West,Under Construction,New,250.0,34246.57534246575
57664,2,Apartment,730,Kandivali West,Under Construction,New,250.0,34246.57534246575
57667,1,Apartment,440,Kandivali West,Under Construction,New,115.99999999999999,26363.63636363636
57668,1,Apartment,440,Kandivali West,Under Construction,New,115.99999999999999,26363.63636363636
57669,1,Apartment,415,Kandivali West,Under Construction,New,110.00000000000001,26506.024096385547
57670,1,Apartment,415,Kandivali West,Under Construction,New,110.00000000000001,26506.024096385547
57671,2,Apartment,667,Kandivali West,Under Construction,New,170.0,25487.256371814092
57672,2,Apartment,667,Kandivali West,Under Construction,New,170.0,25487.256371814092
57673,1,Apartment,440,Kandivali West,Under Construction,New,115.99999999999999,26363.63636363636
57674,1,Apartment,440,Kandivali West,Under Construction,New,115.99999999999999,26363.63636363636
57675,1,Apartment,415,Kandivali West,Under Construction,New,110.00000000000001,26506.024096385547
57676,1,Apartment,415,Kandivali West,Under Construction,New,110.00000000000001,26506.024096385547
57677,2,Apartment,667,Kandivali West,Under Construction,New,170.0,25487.256371814092
57678,2,Apartment,667,Kandivali West,Under Construction,New,170.0,25487.256371814092
57683,1,Apartment,462,Borivali East,Under Construction,New,120.0,25974.025974025975
57684,1,Apartment,462,Borivali East,Under Construction,New,120.0,25974.025974025975
57685,1,Apartment,412,Borivali East,Under Construction,New,107.0,25970.873786407767
57686,1,Apartment,412,Borivali East,Under Construction,New,107.0,25970.873786407767
57687,2,Apartment,559,Borivali East,Under Construction,New,145.0,25939.177101967798
57688,2,Apartment,559,Borivali East,Under Construction,New,145.0,25939.177101967798
57689,1,Apartment,466,Borivali East,Under Construction,New,121.0,25965.665236051504
57690,1,Apartment,466,Borivali East,Under Construction,New,121.0,25965.665236051504
57691,1,Apartment,408,Borivali East,Under Construction,New,106.0,25980.392156862745
57692,1,Apartment,408,Borivali East,Under Construction,New,106.0,25980.392156862745
57695,2,Apartment,571,Kandivali West,Under Construction,New,132.0,23117.338003502628
57696,2,Apartment,571,Kandivali West,Under Construction,New,132.0,23117.338003502628
57697,2,Apartment,608,Kandivali West,Under Construction,New,146.0,24013.157894736843
57698,2,Apartment,608,Kandivali West,Under Construction,New,146.0,24013.157894736843
57699,1,Apartment,457,Kandivali West,Under Construction,New,96.0,21006.564551422318
57702,3,Apartment,1290,Borivali West,Ready to move,New,290.0,22480.62015503876
57704,3,Apartment,1300,Borivali West,Ready to move,Resale,254.99999999999997,19615.384615384613
57708,1,Apartment,417,Kharghar,Under Construction,New,65.0,15587.529976019185
57709,1,Apartment,417,Kharghar,Under Construction,New,65.0,15587.529976019185
57710,1,Apartment,417,Kharghar,Under Construction,New,65.0,15587.529976019185
57714,1,Apartment,397,Kandivali East,Under Construction,New,77.99,19644.8362720403
57715,1,Apartment,397,Kandivali East,Under Construction,New,77.99,19644.8362720403
57716,2,Apartment,518,Kandivali East,Under Construction,New,101.0,19498.069498069497
57717,2,Apartment,518,Kandivali East,Under Construction,New,101.0,19498.069498069497
57718,2,Apartment,537,Kandivali East,Under Construction,New,105.0,19553.072625698325
57719,2,Apartment,537,Kandivali East,Under Construction,New,105.0,19553.072625698325
57720,1,Apartment,397,Kandivali East,Under Construction,New,77.99,19644.8362720403
57721,1,Apartment,397,Kandivali East,Under Construction,New,77.99,19644.8362720403
57722,2,Apartment,518,Kandivali East,Under Construction,New,101.0,19498.069498069497
57723,2,Apartment,518,Kandivali East,Under Construction,New,101.0,19498.069498069497
57724,1,Apartment,330,Kandivali West,Under Construction,New,89.7,27181.81818181818
57725,1,Apartment,321,Kandivali West,Under Construction,New,87.25,27180.68535825545
57726,1,Apartment,330,Kandivali West,Under Construction,New,89.7,27181.81818181818
57727,1,Apartment,321,Kandivali West,Under Construction,New,87.25,27180.68535825545
57728,1,Apartment,326,Kandivali West,Under Construction,New,88.6,27177.914110429447
57729,1,Apartment,326,Kandivali West,Under Construction,New,88.6,27177.914110429447
57730,1,Apartment,328,Kandivali West,Under Construction,New,89.13,27173.780487804877
57731,1,Apartment,328,Kandivali West,Under Construction,New,89.13,27173.780487804877
57734,2,Apartment,652,Kandivali West,Under Construction,New,160.0,24539.877300613498
57735,1,Apartment,445,Malad West,Under Construction,New,111.00000000000001,24943.820224719104
57736,1,Apartment,445,Malad West,Under Construction,New,111.00000000000001,24943.820224719104
57737,1,Apartment,445,Malad West,Under Construction,New,111.00000000000001,24943.820224719104
57738,1,Apartment,445,Malad West,Under Construction,New,111.00000000000001,24943.820224719104
57739,1,Apartment,435,Malad West,Under Construction,New,100.0,22988.505747126437
57740,1,Apartment,435,Malad West,Under Construction,New,100.0,22988.505747126437
57741,2,Apartment,680,Malad West,Under Construction,New,170.0,25000.0
57742,2,Apartment,680,Malad West,Under Construction,New,170.0,25000.0
57743,2,Apartment,650,Malad West,Under Construction,New,162.0,24923.076923076922
57744,2,Apartment,650,Malad West,Under Construction,New,162.0,24923.076923076922
57745,2,Apartment,637,Dahisar,Under Construction,New,147.0,23076.923076923078
57746,2,Apartment,637,Dahisar,Under Construction,New,147.0,23076.923076923078
57747,2,Apartment,624,Dahisar,Under Construction,New,144.0,23076.923076923078
57748,2,Apartment,624,Dahisar,Under Construction,New,144.0,23076.923076923078
57749,2,Apartment,623,Dahisar,Under Construction,New,140.0,22471.91011235955
57750,2,Apartment,623,Dahisar,Under Construction,New,140.0,22471.91011235955
57751,3,Apartment,1093,Dahisar,Under Construction,New,245.00000000000003,22415.37053979872
57752,3,Apartment,1093,Dahisar,Under Construction,New,245.00000000000003,22415.37053979872
57753,2,Apartment,647,Dahisar,Under Construction,New,147.0,22720.247295208654
57765,3,Apartment,1254,Kandivali West,Ready to move,Resale,330.0,26315.78947368421
57771,1,Apartment,568,Mulund West,Ready to move,Resale,100.0,17605.6338028169
57774,2,Apartment,856,Ghatkopar West,Ready to move,Resale,170.0,19859.81308411215
57775,3,Apartment,1490,Ghatkopar West,Ready to move,New,290.0,19463.087248322146
57776,3,Apartment,1130,Thane West,Ready to move,Resale,185.0,16371.681415929204
57778,1,Apartment,365,Mira Road East,Ready to move,New,63.2,17315.068493150684
57779,3,Apartment,1386,Mira Road East,Ready to move,New,114.99999999999999,8297.258297258297
57780,1,Apartment,395,Mira Road East,Under Construction,New,61.0,15443.037974683544
57781,2,Apartment,566,Mira Road East,Under Construction,New,89.51,15814.487632508833
57782,1,Apartment,414,Mira Road East,Under Construction,New,63.0,15217.391304347826
57790,3,Apartment,1388,Andheri West,Ready to move,New,386.0,27809.79827089337
57802,1,Apartment,580,Kharghar,Ready to move,Resale,62.0,10689.655172413793
57804,2,Apartment,846,Chembur,Ready to move,New,229.99999999999997,27186.761229314416
57805,3,Apartment,1275,Deonar,Under Construction,New,310.0,24313.725490196077
57806,3,Apartment,1313,Deonar,Under Construction,New,315.0,23990.86062452399
57807,3,Apartment,1350,Kandivali East,Ready to move,Resale,280.0,20740.74074074074
57814,1,Apartment,500,Thane West,Ready to move,Resale,43.0,8600.0
57830,2,Apartment,850,Mira Road East,Under Construction,New,68.5,8058.823529411765
57832,3,Apartment,1386,Mira Road East,Under Construction,New,117.0,8441.558441558442
57835,3,Apartment,1170,Mira Road East,Ready to move,New,111.00000000000001,9487.179487179488
57837,2,Apartment,705,Mira Road East,Ready to move,New,91.0,12907.801418439716
57841,1,Apartment,450,Mira Road East,Ready to move,New,55.0,12222.222222222223
57842,2,Apartment,850,Bhayandar East,Under Construction,New,92.05,10829.411764705883
57843,1,Apartment,415,Mira Road East,Under Construction,New,53.0,12771.084337349397
57844,2,Apartment,650,Mira Road East,Under Construction,New,96.91,14909.23076923077
57845,1,Apartment,450,Mira Road East,Ready to move,New,56.0,12444.444444444445
57846,2,Apartment,755,Mira Road East,Under Construction,New,99.0,13112.582781456953
57847,1,Apartment,325,Mira Road East,Under Construction,New,41.51,12772.307692307691
57849,1,Apartment,335,Mira Road East,Under Construction,New,41.54,12400.0
57857,2,Apartment,650,Mira Road East,Ready to move,Resale,85.0,13076.923076923076
57864,2,Apartment,830,Vikhroli,Ready to move,New,114.99999999999999,13855.421686746986
57865,2,Apartment,830,Vikhroli,Ready to move,New,114.99999999999999,13855.421686746986
57866,2,Apartment,830,Vikhroli,Ready to move,New,114.99999999999999,13855.421686746986
57867,2,Apartment,830,Vikhroli,Ready to move,New,114.99999999999999,13855.421686746986
57868,2,Apartment,830,Vikhroli,Ready to move,New,114.99999999999999,13855.421686746986
57869,2,Apartment,850,Vikhroli,Ready to move,New,114.99999999999999,13529.411764705881
57882,1,Apartment,550,Koper Khairane,Ready to move,Resale,80.0,14545.454545454546
57888,2,Apartment,850,Bhayandar East,Ready to move,New,92.05,10829.411764705883
57889,2,Apartment,650,Mira Road East,Ready to move,New,96.91,14909.23076923077
57891,2,Apartment,670,Mira Road East,Ready to move,New,80.0,11940.298507462687
57892,1,Apartment,490,Mira Road East,Ready to move,New,56.0,11428.57142857143
57898,1,Apartment,564,Ghansoli,Ready to move,Resale,83.0,14716.312056737588
57900,1,Apartment,575,Ghansoli,Ready to move,Resale,75.0,13043.478260869566
57902,1,Apartment,552,Ghansoli,Ready to move,Resale,92.0,16666.666666666668
57905,1,Apartment,560,Koper Khairane,Ready to move,Resale,80.0,14285.714285714286
57908,1,Apartment,580,Ghansoli,Under Construction,New,94.0,16206.896551724138
57912,1,Apartment,550,Koper Khairane,Ready to move,Resale,76.0,13818.181818181818
57917,1,Apartment,550,Ghansoli,Ready to move,Resale,68.0,12363.636363636364
57923,1,Apartment,600,Ghansoli,Ready to move,Resale,70.0,11666.666666666666
57924,2,Apartment,615,Mira Road East,Under Construction,New,85.0,13821.138211382115
57925,1,Apartment,531,Mira Road East,Under Construction,New,65.0,12241.05461393597
57928,1,Apartment,405,Mira Road East,Under Construction,New,64.18,15846.913580246915
57931,2,Apartment,855,Mira Road East,Under Construction,New,78.0,9122.807017543859
57933,2,Apartment,828,Thane West,Under Construction,New,93.0,11231.884057971014
57934,2,Apartment,700,Thane West,Under Construction,New,75.0,10714.285714285714
57935,1,Apartment,535,Thane West,Under Construction,New,58.0,10841.121495327103
57936,3,Apartment,1376,Thane West,Under Construction,New,152.0,11046.511627906977
57943,2,Apartment,740,Mira Road East,Ready to move,New,95.0,12837.837837837838
57944,1,Apartment,578,Mira Road East,Ready to move,New,60.0,10380.622837370242
57945,2,Apartment,684,Mira Road East,Under Construction,New,87.0,12719.298245614034
57952,1,Apartment,415,Mira Road East,Under Construction,New,52.0,12530.12048192771
57954,1,Apartment,600,Mira Road East,Ready to move,New,56.0,9333.333333333334
57959,1,Apartment,405,Mira Road East,Ready to move,New,54.5,13456.79012345679
57960,2,Apartment,800,Santacruz East,Ready to move,Resale,195.0,24375.0
